Unnamed: 0,Scientific Name,Common Name,Order,Family,Role in Ecosystem
318,Smerinthus cerisyi,One-eyed sphinx,Lepidoptera,Sphingidae,Pollinator
319,Satyrium edwardsii,Edwards' Hairstreak,Lepidoptera,Lycaenidae,Pollinator
320,Anicla infecta,Green Cutworm Moth,Lepidoptera,Noctuidae,Pest
321,Bittacomorpha clavipes, phantom crane fly,Diptera,Ptychopteridae,Unknown/Not Available
322,Plagodis phlogosaria,Straight-lined Plagodis,Lepidoptera,Geometridae,Pollinator
323,Orthosoma brunneum,Brown Prionid,Coleoptera,Cerambycidae,Decomposer
324,Acronicta insita,"Large Gray Dagger, Fingered Dagger",Lepidoptera,Noctuidae,Pest
325,Libellula auripennis,golden-winged skimmer,Odonata,Libellulidae,Predator
326,Ctenolepisma lineata,four-lined silverfish,Zygentoma,Lepismatidae,Pest
327,Arigomphus furcifer,Lilypad Clubtail,Odonata,Gomphidae,Predator
328,Cordulegaster maculata,twin spotted spiketail,Odonata,Cordulegastridae,Predator
329,Lon hobomok,hobomok skipper,Lepidoptera,Hesperiidae,Pollinator
330,Pacarina puella,Little Mesquite Cicada,Hemiptera,Cicadidae,Pest
331,Dicymolomia julianalis,Julia's Dicymolomia Moth,Lepidoptera,Crambidae,Pest
332,Rainieria antennaepes,stilt-legged flies,Diptera,Micropezidae,Predator
333,Hemicordulia australiae,Australian emerald,Odonata,Corduliidae,Predator
334,Metalectra discalis,Common Fungus Moth,Lepidoptera,Erebidae,Decomposer
335,Scotopteryx chenopodiata,the shaded broad-bar,Lepidoptera,Geometridae,Unknown/Not Available
336,Hyalophora columbia,The Columbia Silkmoth,Lepidoptera,Saturniidae,Pollinator
337,Paratrechina longicornis,longhorn crazy ant,Hymenoptera,Formicidae,Unknown/Not Available
338,Megacopta cribraria,"bean plataspid, kudzu bug, globular stink bug and lablab bug",Hemiptera,Plataspidae,"Pest, invasive species"
339,Callophrys rubi, green hairstreak,Lepidoptera,Lycaenidae,Pollinator
340,Colletes inaequalis,unequal cellophane bees,Hymenoptera,Colletidae,Pollinator
341,Anthophora urbana,Anthophorine Bee,Hymenoptera,Apidae,Pollinator
342,Chlosyne acastus,Sagebrush checkerspot,Lepidoptera,Nymphalidae,Pollinator
343,Xylocopa virginica,Eastern carpenter bee,Hymenoptera,Apidae,Pollinator
344,Psyllobora vigintiduopunctata,22-spot ladybird,Coleoptera,Coccinellidae,Predator
345,Erythromma viridulum,Small Red Eyed Damselfly,Odonata,Coenagrionidae,Predator
346,Aeshna palmata,Paddle-Tailed Darner,Odonata,Aeshnidae,Predator
347,Megacyllene robiniae,Locust Borer,Coleoptera,Cerambycidae,Pest
348,Herpetogramma bipunctalis,southern beet webworm moth,Lepidoptera,Crambidae,Pest
349,Chlosyne ehrenbergii,"White-rayed checkerspot, white-rayed
patch, Ehrenberg's patch",Lepidoptera,Nymphalidae,Pollinator
350,Tyria jacobaeae,Cinnabar Moth,Lepidoptera,Erebidae,Pest
351,Jamides alecto,Metallic cerulean,Lepidoptera,Lycaenidae,Pollinator
352,Libellula saturata,flame skimmer,Odonata,Libellulidae,Predator
353,Notocrypta paralysos,"Banded Demon, Common Banded Demon Butterfly",Lepidoptera,Hesperiidae,Pollinator
354,Orthetrum caledonicum,blue skimmer,Odonata,Libellulidae,Predator
355,Bicyclus safitza,"common bush brown, common savanna bush brown",Lepidoptera,Nymphalidae,Pollinator
356,Acronicta americana,American Dagger Moth,Lepidoptera,Noctuidae,Pest
357,Ceriagrion auranticum,orange-tailed sprite,Odonata,Coenagrionidae,Predator
358,Psaltoda plaga,Black Prince Cicada,Hemiptera,Cicadidae,Unknown/Not Available
359,Pyrrhocoris apterus,firebug,Hemiptera,Pyrrhocoridae,Pest
360,Brachystola magna,"plains lubber, western lubber",Orthoptera,Romaleidae,Herbivore
361,Clostera apicalis,"apical prominent, red-marked tentmaker",Lepidoptera,Notodontidae,Pest
362,Carterocephalus palaemon,"arctic skipper, large chequered skipper",Lepidoptera,Hesperiidae,Pollinator
363,Eristalis pertinax,European hoverfly.,Diptera,Syrphidae,Pollinator
364,Micrathyria hagenii,Thronbush Dasher,Odonata,Libellulidae,Predator
365,Rhynchophorus ferrugineus,red palm weevil,Coleoptera,Curculionidae,Pest
366,Wallengrenia otho,"Southern Broken Dash, Broken Dash Skipper",Lepidoptera,Hesperiidae,Pollinator
367,Schistocerca obscura,the obscure bird grasshopper,Orthoptera,Acrididae,Pest
368,Tettigonia viridissima,Great Green Bush-cricket,Orthoptera,Tettigoniidae,Predator
369,Helophilus fasciatus,"narrow-headed marsh fly, narrow-headed sun fly",Diptera,Syrphidae,Pollinator
370,Chauliodes rastricornis,Spring Fishfly,Megaloptera,Corydalidae,Predator
371,Rhetus arcius,Long-tailed Metalmark ,Lepidoptera,Riodinidae,Pollinator
372,Spilosoma lutea,Buff Ermine,Lepidoptera,Erebidae,Pollinator
373,Atteva aurea, ailanthus webworm,Lepidoptera,Attevidae,Pest
374,Isotenes miserana,orange fruit borer,Lepidoptera,Tortricidae,Pest
375,Atalantycha bilineata,"Two-Lined Leather-Wing, Two-Lined Cantharid",Coleoptera,Cantharidae,Predator
376,Pasiphila rectangulata,Green pug moth,Lepidoptera,Geometridae,Pest
377,Scaeva pyrastri,the pied hoverfly,Diptera,Syrphidae,Pollinator
378,Iridopsis defectaria,Brown-shaded Gray Moth ,Lepidoptera,Geometridae,Pest
379,Alsophila pometaria,Fall Cankerworm ,Lepidoptera,Geometridae,Pest
380,Erannis defoliaria,Mottled Umber Moth,Lepidoptera,Geometridae,Pest
381,Arctia villica,Cream-Spot Tiger,Lepidoptera,Erebidae,Pollinator
382,Saturnia pavonia,Small emperor moth,Lepidoptera,Saturniidae,Pollinator
383,Prasinocyma semicrocea,Common Gum Emerald,Lepidoptera,Geometridae,Pollinator
384,Abisara echerius,Plum Judy,Lepidoptera,Riodinidae,Pollinator
385,Pelecinus polyturator,american pelecinid wasp,Hymenoptera,Pelecinidae,Parasitoid
386,Paraeschra georgica,Georgian prominent butterfly,Lepidoptera,Notodontidae,Pollinator
387,Trichopoda pennipes,Feather-legged Fly,Diptera,Tachinidae,Parasitoid
388,Isochaetes beutenmuelleri,spun glass slug moth,Lepidoptera,Limacodidae,Pest
389,Libellula axilena,bar-winged skimmer,Odonata,Libellulidae,Predator
390,Isogona tenuis,thin-lined owlet,Lepidoptera,Erebidae,Pest
391,Diacme adipaloides,Darker Diacme Moth,Lepidoptera,Crambidae,Pollinator
392,Milesia virginiensis,"Yellowjacket Hover Fly, Virginia Flower Fly",Diptera,Syrphidae,Pollinator
393,Datana integerrima,Walnut Caterpillar Moth,Lepidoptera,Notodontidae,Pest
394,Callophrys augustinus,Brown Elfin,Lepidoptera,Lycaenidae,Pollinator
395,Papilio aegeus," orchard swallowtail butterfly, large citrus butterfly",Lepidoptera,Papilionidae,Pollinator
396,Papilio paris,Paris peacock,Lepidoptera,Papilionidae,Pollinator
397,Apantesis parthenice,Parthenice Tiger Moth,Lepidoptera,Erebidae,Pollinator
398,Megascolia maculata,Mammoth Wasp,Hymenoptera,Scoliidae,Parasitoid
399,Enallagma praevarum,Arroyo Bluet,Odonata,Coenagrionidae,Predator
400,Chlorion aerarium,Steel-blue cricket hunter,Hymenoptera,Sphecidae,Predator
401,Eleodes obscura,"Pinacate Beetle, Desert Stink Beetle",Coleoptera,Tenebrionidae,Decomposer
402,Eilema depressa,"Katha Depressa, The Buff Footman",Lepidoptera,Erebidae,Decomposer
403,Dolycoris baccarum,"Sloe Bug, Hairy Shieldbug",Hemiptera,Pentatomidae,Pest
404,Xanthorhoe fluctuata,Garden Carpet Moth,Lepidoptera,Geometridae,Pest
405,Siphanta acuta,"torpedo bug,Fish Moth",Hemiptera,Flatidae,Pest
406,Onychogomphus forcipatus,"small pincertail, green-eyed hook-tailed dragonfly",Odonata,Gomphidae,Predator
407,Thyridopteryx ephemeraeformis,Evergreen Bagworm,Lepidoptera,Psychidae,Pest
408,Catocala micronympha,Little nymph underwing,Lepidoptera,Erebidae,Pollinator
409,Enallagma carunculatum,Tule Bluet,Odonata,Coenagrionidae,Predator
410,Scantius aegyptius,Mediterranean red bug,Hemiptera,Pyrrhocoridae,Pest
411,Strategus aloeus,Ox Beetle,Coleoptera,Scarabaeidae,Decomposer
412,Megarhyssa macrurus,Long-tailed Giant Ichneumonid Wasp,Hymenoptera,Ichneumonidae,Parasitoid
413,Noctua comes,Lesser Yellow Underwing Moth,Lepidoptera,Noctuidae,Pest
414,Papilio rutulus,Western Tiger Swallowtail,Lepidoptera,Papilionidae,Pollinator
415,Meconema thalassinum,"Oak Bush-cricket,Drumming Katydid",Orthoptera,Tettigoniidae,Predator
416,Artace cribrarius,Dot-Lined White Moth,Lepidoptera,Lasiocampidae,Pollinator
417,Papilio dardanus,"African Swallowtail,the Flying Handkerchief",Lepidoptera,Papilionidae,Pollinator
418,Cicada orni,,Hemiptera,Cicadidae,Unknown/Not Available
419,Calliteara pudibunda,Pale tussock,Lepidoptera,Erebidae,Pest
420,Orthetrum julia,	Julia skimmer,Odonata,Libellulidae,Predator
421,Erythrodiplax funerea,Black-winged Dragonle,Odonata,Libellulidae,Predator
422,Strangalia luteicornis,,Coleoptera,Cerambycidae,Pollinator
423,Scoparia biplagialis,double-striped scoparia moth,Lepidoptera,Crambidae,Pest
424,Paectes abrostoloides,"large paectes moth, sweetgum defoliator",Lepidoptera,Euteliidae,Pest
425,Phyllogomphoides stigmatus,the four-striped leaftail,Odonata,Gomphidae,Predator
426,Tolype velleda,"Large Tolype Moth, Velleda Lappet Moth",Lepidoptera,Lasiocampidae,Pollinator
427,Pseudochorthippus parallelus,the meadow grasshopper,Orthoptera,Acrididae,Herbivore
428,Odezia atrata,chimney sweeper,Lepidoptera,Geometridae,Pollinator
429,Aricia cramera,Southern Brown Argus ,Lepidoptera,Lycaenidae,Pollinator
430,Paonias myops,Small-eyed sphinx,Lepidoptera,Sphingidae,Pollinator
431,Anticlea vasiliata,"Variable Carpet Moth, Early Carpet",Lepidoptera,Geometridae,Pest
432,Cantharis livida,soldier beetle,Coleoptera,Cantharidae,Predator
433,Eusarca confusaria,Confused eusarca,Lepidoptera,Geometridae,Pollinator
434,Aeshna juncea,"Common Hawker, Moorland Hawker, 
Sedge Darner",Odonata,Aeshnidae,Predator
435,Anartia fatima,Banded Peacock,Lepidoptera,Nymphalidae,Pollinator
436,Papaipema inquaesita,sensitive fern borer,Lepidoptera,Noctuidae,Pest
437,Triphosa haesitata,Tissue Moth,Lepidoptera,Geometridae,Pollinator
438,Argia translata,Dusky Dancer,Odonata,Coenagrionidae,Predator
439,Hexagenia limbata,giant burrowing mayfly,Ephemeroptera,Ephemeridae,Unknown/Not Available
440,Hypagyrtis unipunctata,"the one-spotted variant moth, white spot",Lepidoptera,Geometridae,Pest
441,Heterophleps triguttaria,three-spotted fillip,Lepidoptera,Geometridae,Pest
442,Mermiria bivittata,Two-striped Mermiria,Orthoptera,Acrididae,Herbivore
443,Harmonia conformis,the large spotted ladybird,Coleoptera,Coccinellidae,Predator
444,Prionoxystus robiniae," the carpenterworm moth, locust borer",Lepidoptera,Cossidae,Pest
445,Macaria liturata,tawny-barred angle moth,Lepidoptera,Geometridae,Pest
446,Caripeta piniata,northern pine looper,Lepidoptera,Geometridae,Pest
447,Lethe europa,bamboo treebrown butterfly,Lepidoptera,Nymphalidae,Pollinator
448,Callosamia angulifera,"tuliptree silkmoth, giant silkmoth",Lepidoptera,Saturniidae,Pollinator
449,Drepana arcuata,"Arched Hooktip, Masked Birch Caterpillar",Lepidoptera,Drepanidae,Pest
450,Eucopina tocullionana,white pine cone borer,Lepidoptera,Tortricidae,Pest
451,Ganyra josephina,white pine cone borer,Lepidoptera,Pieridae,Pest
452,Neurothemis taiwanensis,Painted Grasshawk,Odonata,Libellulidae,Predator
453,Evania appendigaster,blue-eyed ensign wasp,Hymenoptera,Evaniidae,Parasitoid
454,Mesoligia furuncula,Cloacked Minor,Lepidoptera,Noctuidae,Pest
455,Rasahus hamatus, the corsair,Hemiptera,Reduviidae,Predator
456,Cosmopepla lintneriana,twice stabbed stink bug,Hemiptera,Pentatomidae,Pest
457,Aedes aegypti,Yellow Fever Mosquito,Diptera,Culicidae,Pest
458,Phyciodes cocyta,The Northern Crescent,Lepidoptera,Nymphalidae,Pollinator
459,Eunica monima,dingy purplewing,Lepidoptera,Nymphalidae,Pollinator
460,Ochlodes sylvanus,Larger Skipper,Lepidoptera,Hesperiidae,Pollinator
461,Elophila obliteralis,Waterlily Leafcutter Moth,Lepidoptera,Crambidae,Pest
462,Tramea onusta,Red-mantled Saddlebags,Odonata,Libellulidae,Predator
463,Cyclophora pendulinaria,sweetfern geometer moth,Lepidoptera,Geometridae,Pest
464,Callizzia amorata,Gray scoopwing,Lepidoptera,Uraniidae,Pollinator
465,Acalymma vittatum,Stripped Cucumber Beetle,Coleoptera,Chrysomelidae,Pest
466,Copivaleria grotei,Grote's swallow moth,Lepidoptera,Noctuidae,Pollinator
467,Symbrenthia lilaea,Common Jester,Lepidoptera,Nymphalidae,Pollinator
468,Polistes dominula,European Paper Wasp,Hymenoptera,Vespidae,"Predator, pollinator"
469,Zygogramma signatipennis,Leaf Beetle,Coleoptera,Chrysomelidae,Pest
470,Nymphalis xanthomelas,"Yellow-Legged Tortoiseshell, Scarce Tortoiseshell",Lepidoptera,Nymphalidae,Pollinator
471,Oebalus pugnax,rice stinkbug,Hemiptera,Pentatomidae,Pest
472,Decticus albifrons,Southern Wartbiter,Orthoptera,Tettigoniidae,Predator
473,Cerambyx scopolii,capricorn beetles,Coleoptera,Cerambycidae,Decomposer
474,Acanalonia conica,Planthopper,Hemiptera,Acanaloniidae,Pest
475,Tuberolachnus salignus,Giant Willow Aphid,Hemiptera,Aphididae,Pest
476,Conocephalus fuscus,long-winged conehead,Orthoptera,Tettigoniidae,Unknown/Not Available
477,Cupha erymanthis,Rustic,Lepidoptera,Nymphalidae,Pollinator
478,Crocidosema plebejana,cotton tipworm,Lepidoptera,Tortricidae,Pest
479,Acronicta oblinita,Smeared Dagger Moth,Lepidoptera,Noctuidae,Pest
480,Leptinotarsa decemlineata,Colorado potato beetle,Coleoptera,Chrysomelidae,Pest
481,Allograpta obliqua,"Common Oblique Syrphid, Oblique Streaktail",Diptera,Syrphidae,"Predator, pollinator"
482,Plusiodonta compressipalpis,Moonseed moth,Lepidoptera,Erebidae,Pest
483,Phyciodes tharos,Pearl Crescent,Lepidoptera,Nymphalidae,Pollinator
484,Lema daturaphila,three-lined potato beetle,Coleoptera,Chrysomelidae,Pest
485,Leucoma salicis,"satin moth, white satin moth",Lepidoptera,Erebidae,Pest
486,Hyles gallii,Bedstraw Hawkmoth,Lepidoptera,Sphingidae,Pollinator
487,Erynnis brizo,Sleepy duskywing,Lepidoptera,Hesperiidae,Pollinator
488,Potamarcha congener,"yellow-tailed ashy skimmer, common chaser, swampwatcher",Odonata,Libellulidae,Predator
489,Lycaena heteronea,Blue copper,Lepidoptera,Lycaenidae,Pollinator
490,Psyche casta,bagworm moths,Lepidoptera,Psychidae,Pest
491,Chrysopa oculata,Green lacewing,Neuroptera,Chrysopidae,Predator
492,Periplaneta australasiae,australian cockroach,Blattodea,Blattidae,Pest
493,Vanessa indica,Indian Red Admiral,Lepidoptera,Nymphalidae,Pollinator
494,Brachydiplax chalybea,"yellow-patched lieutenant, rufous-backed marsh hawk, blue dasher",Odonata,Libellulidae,Predator
495,Acronicta vinnula,Delightful Dagger Moth,Lepidoptera,Noctuidae,Pollinator
496,Gymnoscelis rufifasciata,double-striped pug,Lepidoptera,Geometridae,Pest
497,Lethe eurydice,,Lepidoptera,Nymphalidae,Pollinator
498,Morrisonia latex,Fluid Arches Moth,Lepidoptera,Noctuidae,Decomposer
499,Nedra ramosula,Gray Half-Spot Moth,Lepidoptera,Noctuidae,Pest
500,Tirumala septentrionis,Dark Blue Tiger,Lepidoptera,Nymphalidae,Pollinator
501,Cantao ocellatus,shield bug,Hemiptera,Scutelleridae,Predator
502,Argia fumipennis,Variable Dancer,Odonata,Coenagrionidae,Predator
503,Miltochrista miniata,Rosy Footman,Lepidoptera,Erebidae,Pollinator
504,Dindymus versicolor,Harlequin Bug,Hemiptera,Pyrrhocoridae,Pest
505,Polistes dorsalis,lesser paper wasp,Hymenoptera,Vespidae,Predator
506,Philanthus gibbosus,beewolf,Hymenoptera,Crabronidae,Predator
507,Anageshna primordialis,Yellow-Spotted Webworm,Lepidoptera,Crambidae,Pest
508,Scopula rubraria,Plantain moth,Lepidoptera,Geometridae,Herbivore
509,Burnsius philetas,desert checkered-skipper,Lepidoptera,Hesperiidae,Pollinator
510,Libellula forensis,eight spotted skimmer,Odonata,Libellulidae,Predator
511,Necrodes surinamensis,Red-Lined Carrion Beetle,Coleoptera,Silphidae,Decomposer
512,Castalius rosimon,Common Pierrot,Lepidoptera,Lycaenidae,Pollinator
513,Leptoglossus clypealis,western leaf-footed bug,Hemiptera,Coreidae,Pest
514,Opodiphthera eucalypti,the emperor gum moth,Lepidoptera,Saturniidae,Pollinator
515,Celastrina neglecta,summer azure,Lepidoptera,Lycaenidae,Pollinator
516,Herpetogramma phaeopteralis,grassworm,Lepidoptera,Crambidae,Pest
517,Operophtera brumata,Winter moth,Lepidoptera,Geometridae,Pest
518,Eumorpha pandorus,Pandora sphinx moth,Lepidoptera,Sphingidae,Pollinator
519,Colladonus clitellarius,Saddled leafhopper,Hemiptera,Cicadellidae,Pest
520,Paectes oculatrix,the eyed paectes,Lepidoptera,Euteliidae,Pest
521,Thyris sepulchralis,the eyed paectes,Lepidoptera,Thyrididae,Pollinator
522,Pterophylla camellifolia,"common true katydid,northern true katydid, rough-winged katydid",Orthoptera,Tettigoniidae,Predator
523,Spodoptera litura,"Tobacco Cutworm, Cotton Leafworm",Lepidoptera,Noctuidae,Pest
524,Hypsopygia binodulalis,Pink-fringed Dolichomia Moth,Lepidoptera,Pyralidae,Pest
525,Uraba lugens,Gum-leaf Skeletoniser,Lepidoptera,Nolidae,Pest
526,Libellula vibrans,great blue skimmer,Odonata,Libellulidae,Predator
527,Orthetrum luzonicum,"tricolored marsh hawk,slender blue skimmer",Odonata,Libellulidae,Predator
528,Diaphania hyalinata,Melonworm Moth,Lepidoptera,Crambidae,Pest
529,Carabus nemoralis,bronze carabid,Coleoptera,Carabidae,Predator
530,Pseudovadonia livida,the fairy-ring longhorn beetle,Coleoptera,Cerambycidae,Decomposer
531,Eudryas grata,beautiful wood nymph,Lepidoptera,Noctuidae,Pest
532,Xanthogaleruca luteola,Elm Leaf Beetle,Coleoptera,Chrysomelidae,Pest
533,Bombus perplexus,confusing bumblebee,Hymenoptera,Apidae,Pollinator
534,Elaphria grata,Grateful Medget Moth,Lepidoptera,Noctuidae,Pollinator
535,Papilio multicaudata,Two-tailed Swallowtail,Lepidoptera,Papilionidae,Pollinator
536,Idia aemula,"powdered snout, waved tabby",Lepidoptera,Erebidae,Decomposer
537,Calvia quatuordecimguttata,Cream Spot Ladybird,Coleoptera,Coccinellidae,Predator
538,Sphenarches anisodactylus,geranium plume moth,Lepidoptera,Pterophoridae,Pest
539,Autographa gamma," Silver Y moth, gamma owlet",Lepidoptera,Noctuidae,Pest
540,Scudderia furcata,fork-tailed bush katydid,Orthoptera,Tettigoniidae,Pest
541,Autochton cellus,fork-tailed bush katydid,Lepidoptera,Hesperiidae,Pollinator
542,Pontia occidentalis,Western white,Lepidoptera,Pieridae,Pollinator
543,Homalodisca vitripennis,glassy winged sharpshooter,Hemiptera,Cicadellidae,Pest
544,Vanessa gonerilla,New Zealand Red Admiral,Lepidoptera,Nymphalidae,Pollinator
545,Leptostales pannaria,pannaria wave moth,Lepidoptera,Geometridae,Pest
546,Cyllopsis gemma,Gemmed satyr,Lepidoptera,Nymphalidae,Pollinator
547,Rhapsa scotosialis,the slender owlet moth,Lepidoptera,Erebidae,Pollinator
548,Colobura dirce,"dirce beauty, mosaic, zebra mosaic",Lepidoptera,Nymphalidae,Pollinator
549,Scoliopteryx libatrix,herald moth,Lepidoptera,Erebidae,Decomposer
550,Polites sabuleti,Sandhill skipper,Lepidoptera,Hesperiidae,Pollinator
551,Thyanta custator,Red-shouldered Stink Bug,Hemiptera,Pentatomidae,Pest
552,Pachypsylla venusta,hackberry petiole gall,Hemiptera,Aphalaridae,Pest
553,Epirrhoe alternata,"Common Carpet, 
White-Banded Toothed Carpet",Lepidoptera,Geometridae,Pest
554,Maniola jurtina,Meadow Brown,Lepidoptera,Nymphalidae,Pollinator
555,Boloria bellona,meadow fritillary,Lepidoptera,Nymphalidae,Pollinator
556,Euptoieta hegesia,Mexican fritillary,Lepidoptera,Nymphalidae,Pollinator
557,Gomphaeschna furcillata,harlequin darner,Odonata,Aeshnidae,Predator
558,Mydas clavatus,Clubbed Mydas Fly,Diptera,Mydidae,Predator
559,Melanitis leda,Common evening brown,Lepidoptera,Nymphalidae,Pollinator
560,Arigomphus villosipes,Unicorn Clubtail,Odonata,Gomphidae,Predator
561,Trachymela sloanei,"Austrailian Tortoise Beetle, Small Eucalyptus Tortoise Beetle",Coleoptera,Chrysomelidae,Pest
562,Lestes virens,"small emerald damselfly, small spreadwing",Odonata,Lestidae,Predator
563,Trypoxylus dichotomus,Japanese Rhinoceros Beetle,Coleoptera,Scarabaeidae,Decomposer
564,Polistes exclamans,"Guinea Paper Wasp,Guinea Wasp, Common Paper Wasp, Zebra Paper Wasp",Hymenoptera,Vespidae,Predator
565,Sympetrum meridionale,Southern Darter,Odonata,Libellulidae,Predator
566,Stiretrus anchorago,Anchor Stink Bug,Hemiptera,Pentatomidae,Predator
567,Platynota flavedana,the black-shaded platynota moth,Lepidoptera,Tortricidae,Pest
568,Arrhenodes minutus,Oak Timberworm,Coleoptera,Brentidae,Pest
569,Euchroma giganteum,"Metallic Wood Boring Beetle, Giant Metallic Ceiba Borer",Coleoptera,Buprestidae,Pest
570,Epyaxa rosearia,"New Zealand Looper, Plantain Moth",Lepidoptera,Geometridae,Pest
571,Lygaeus equestris,black-and-red bug,Hemiptera,Lygaeidae,Pest
572,Eurosta solidaginis,"The goldenrod gall fly,goldenrod ball gallmaker",Diptera,Tephritidae,Herbivore
